material,normalized_formula,ion_mode,polarity,rf_formula_raw,peak_count,best_rf_score,best_rank,max_intensity,total_intensity,mz_min,mz_max,median_abs_ppm,material_total_intensity,relative_intensity,network_best_score,generation_types,paths,exact_mass,network_formula_modes,network_formula_best_score,all_network_compound_count,all_network_compounds,same_material_mode_match,same_material_formula_match,is_generic_formula,screening_tier
ETFE,C2HF2O,negative,-,C₂HF₂O⁻,1,100,19,318726.22,318726.22,78.998,78.998,26.5,62897427.95,0.005067396718564864,0.28,adduct,break 2 bond(s) | H shift -1 | O,78.99954597726,negative,0.28,1,ETFE,True,True,False,A_高置信特征
ETFE,C3F3,negative,-,C₃F₃⁻,2,100,26,198809.73,206526.06,92.9956,93.9998,4.85,62897427.95,0.003283537447098423,0.35,adduct,break 2 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | -H,92.99520948819,negative; neutral,0.4,2,ETFE; PVDF,True,True,False,A_高置信特征
ETFE,C2HF3O,negative,-,C₂HF₃O⁻,1,100,27,191757.8,191757.8,97.9973,97.9973,12.2,62897427.95,0.0030487383387510997,0.33,adduct,break 2 bond(s) | O | ; | break 2 bond(s) | H shift -1 | OH | ; | break 2 bond(s) | O,97.99794913999,negative,0.33,2,ETFE; PTFE,True,True,False,A_高置信特征
ETFE,C2HF4O,negative,-,C₂HF₄O⁻,1,100,29,180191.01,180191.01,116.9937,116.9937,27.4,62897427.95,0.0028648390859995414,0.48,adduct,break 1 bond(s) | O | ; | break 2 bond(s) | H shift -1 | OH | ; | break 2 bond(s) | O,116.99635230272,negative,0.48,4,ETFE; FEP; PFA; PTFE,True,True,False,A_高置信特征
ETFE,C3HF3O,negative,-,C₃HF₃O⁻,1,100,36,102070.47,102070.47,109.9986,109.9986,0.9,62897427.95,0.0016228083297959404,0.2299999999999999,adduct,break 2 bond(s) | H shift -2 | O | ; | break 2 bond(s) | H shift -2 | O | ; | break 2 bond(s) | H shift -2 | O,109.99794913999,negative,0.2299999999999999,2,ETFE; PVDF,True,True,False,A_高置信特征
ETFE,CF,negative,-,CF⁻,1,100,40,89734.46,89734.46,30.9978,30.9978,37.2,62897427.95,0.0014266793241741772,0.45,adduct,break 2 bond(s) | -H | ; | break 2 bond(s) | -H,30.99840316273,negative; neutral,0.5,3,ETFE; PTFE; PVDF,True,True,False,A_高置信特征
ETFE,C2F3,negative,-,C₂F₃⁻,2,100,46,75464.52,77458.18000000001,80.9953,81.9985,3.8,62897427.95,0.0012314999599280117,0.45,adduct,break 2 bond(s) | -H | ; | break 2 bond(s) | -H | ; | break 2 bond(s) | -H | ; | break 2 bond(s) | -H,80.99520948819,negative; neutral,0.5,2,ETFE; PTFE,True,True,False,A_高置信特征
ETFE,C3HF4O,negative,-,C₃HF₄O⁻,1,100,48,73828.37,73828.37,128.9942,128.9942,20.9,62897427.95,0.001173789968942601,0.38,adduct,break 1 bond(s) | H shift -2 | O,128.99635230272,negative,0.38,2,ETFE; PVDF,True,True,False,A_高置信特征
ETFE,C2F2,negative,-,C₂F₂⁻,1,100,56,56078.27,56078.27,61.9963,61.9963,17.0,62897427.95,0.0008915828806955212,0.4,adduct,break 2 bond(s) | H shift -1 | -H,61.99680632546,negative; neutral,0.4,1,ETFE,True,True,False,A_高置信特征
ETFE,C3H2F3O,negative,-,C₃H₂F₃O⁻,1,100,60,43554.76,43554.76,111.0042,111.0042,19.1,62897427.95,0.0006924728310770298,0.28,adduct,break 2 bond(s) | H shift -1 | O | ; | break 2 bond(s) | H shift -2 | OH | ; | break 2 bond(s) | H shift -1 | O,111.00577417222,negative,0.28,2,ETFE; PVDF,True,True,False,A_高置信特征
ETFE,C2H2F3O,negative,-,C₂H₂F₃O⁻,1,100,74,28110.44,28110.44,99.0044,99.0044,19.4,62897427.95,0.00044692511150608977,0.33,adduct,break 2 bond(s) | OH | ; | break 2 bond(s) | H shift +1 | O | ; | break 2 bond(s) | OH,99.00577417222,negative,0.33,2,ETFE; PTFE,True,True,False,A_高置信特征
ETFE,C2HF2,negative,-,C₂HF₂⁻,1,100,86,21466.02,21466.02,63.0049,63.0049,4.4,62897427.95,0.0003412861336248011,0.45,adduct,break 2 bond(s) | -H,63.00463135769,negative; neutral; positive,0.45,2,ETFE; PVDF,True,True,False,A_高置信特征
ETFE,C3H4F,positive,+,C₃H₄F⁺,2,89,15,412378.11,430817.99,59.03,60.0332,7.550000000000001,62897427.95,0.006849532708117677,0.35,adduct,break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,59.02970329165,negative; neutral; positive,0.5,1,ETFE,True,True,False,A_高置信特征
ETFE,CHFO,negative,-,CHFO⁻,1,86,5,547887.81,547887.81,48.0001,48.0001,33.2,62897427.95,0.00871081422336603,0.33,adduct,break 2 bond(s) | O | ; | break 2 bond(s) | H shift -1 | OH | ; | break 2 bond(s) | O,48.00114281453,negative,0.33,3,ETFE; PTFE; PVDF,True,True,False,A_高置信特征
ETFE,CH2F,positive,+,CH₂F⁺,2,86,24,269258.25,272280.31,33.0139,34.0169,9.65,62897427.95,0.004328957778948416,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,33.01405322719,negative; neutral; positive,0.45,3,ETFE; PTFE; PVDF,True,True,False,A_高置信特征
ETFE,CHF2O,negative,-,CHF₂O⁻,1,100,9,464822.48,464822.48,66.9982,66.9982,28.3,62897427.95,0.007390166738924655,0.48,adduct,break 1 bond(s) | O | ; | break 2 bond(s) | H shift -1 | OH | ; | break 2 bond(s) | O,66.99954597726,negative,0.48,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
ETFE,C2H5,positive,+,C₂H₅⁺,2,100,56,153032.9,156965.22999999998,29.0391,30.0419,16.45,62897427.95,0.002495574701795099,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,29.03912516115,negative; neutral; positive,0.6,6,COC; ETFE; EVA; PEN; PET; PVDF,True,True,False,B_可用支持
ETFE,CF2,negative,-,CF₂⁻,1,100,97,17064.02,17064.02,49.9961,49.9961,25.1,62897427.95,0.00027129917003227794,0.6,adduct,break 1 bond(s) | -H | ; | break 2 bond(s) | -H | ; | break 2 bond(s) | H shift +1 | -H,49.99680632546,negative; neutral,0.6,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
ETFE,C2H2F4O,negative,-,C₂H₂F₄O⁻,1,100,111,14059.16,14059.16,117.9989,117.9989,49.4,62897427.95,0.00022352519742422947,0.48,adduct,break 1 bond(s) | OH | ; | break 1 bond(s) | H shift +1 | O | ; | break 2 bond(s) | OH,118.00417733495,negative,0.48,4,ETFE; FEP; PFA; PTFE,True,True,False,B_可用支持
ETFE,C3H2F4O,negative,-,C₃H₂F₄O⁻,1,100,135,9312.39,9312.39,130.0008,130.0008,30.2,62897427.95,0.00014805676962502883,0.4299999999999999,adduct,break 1 bond(s) | H shift -1 | O,130.00417733495,negative,0.4299999999999999,2,ETFE; PVDF,True,True,False,B_可用支持
ETFE,C5H3F5O,negative,-,C₅H₃F₅O⁻,1,100,284,2813.71,2813.71,174.004,174.004,40.0,62897427.95,4.473489762151713e-05,0.1499999999999999,adduct,break 2 bond(s) + 1×repeat | H shift -2 | O | ; | break 2 bond(s) + 1×repeat | H shift -2 | O,174.01040552991,negative,0.1499999999999999,2,ETFE; PVDF,True,True,False,B_可用支持
ETFE,CHF2,negative,-,CHF₂⁻,1,100,546,1206.53,1206.53,51.0034,51.0034,34.9,62897427.95,1.918250140465402e-05,0.5499999999999999,adduct,break 1 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +2 | -H,51.00463135769,negative; neutral; positive,0.6,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
ETFE,C2H3,negative,-,C₂H₃⁻,1,100,647,317.08,317.08,27.0224,27.0224,60.1,62897427.95,5.041223629240629e-06,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H,27.02347509669,negative; neutral,0.5499999999999999,6,COC; ETFE; EVA; PEN; PET; PVDF,True,True,False,B_可用支持
ETFE,C3H5F2O,negative,-,C₃H₅F₂O⁻,1,94,626,598.65,598.65,95.0285,95.0285,30.5,62897427.95,9.517877272754202e-06,0.48,adduct,break 1 bond(s) | O | ; | break 2 bond(s) | H shift -1 | OH | ; | break 2 bond(s) | O,95.03084610618,negative,0.48,1,ETFE,True,True,False,B_可用支持
ETFE,C2H4F3O,negative,-,C₂H₄F₃O⁻,1,84,350,2178.89,2178.89,101.0192,101.0192,27.5,62897427.95,3.464195708816738e-05,0.2299999999999999,adduct,break 2 bond(s) | H shift +2 | OH | ; | break 2 bond(s) | H shift +2 | OH | ; | break 2 bond(s) | H shift +2 | OH,101.02142423668,negative,0.2299999999999999,2,ETFE; PTFE,True,True,False,B_可用支持
ETFE,CHF,negative,-,CHF⁻,1,82,134,9490.59,9490.59,32.0052,32.0052,49.3,62897427.95,0.00015088995383951944,0.4,adduct,break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H,32.00622819496,negative; neutral; positive,0.45,3,ETFE; PTFE; PVDF,True,True,False,B_可用支持
ETFE,C2H4,positive,+,C₂H₄⁺,1,81,139,50456.76,50456.76,28.0299,28.0299,30.4,62897427.95,0.0008022070479592639,0.5,adduct,break 1 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,28.03130012892,negative; neutral; positive,0.6,6,COC; ETFE; EVA; PEN; PET; PVDF,True,True,False,B_可用支持
ETFE,C3H4F3O,negative,-,C₃H₄F₃O⁻,1,81,279,2860.06,2860.06,113.017,113.017,44.0,62897427.95,4.5471811697508366e-05,0.33,adduct,break 2 bond(s) | OH | ; | break 2 bond(s) | H shift +1 | O | ; | break 2 bond(s) | OH,113.02142423668,negative,0.33,2,ETFE; PVDF,True,True,False,B_可用支持
ETFE,C2H5F2O,negative,-,C₂H₅F₂O⁻,1,79,631,495.39,495.39,83.028,83.028,40.9,62897427.95,7.876156722875978e-06,0.2299999999999999,adduct,break 2 bond(s) | H shift +2 | OH,83.03084610618001,negative,0.2299999999999999,2,ETFE; PVDF,True,True,False,B_可用支持
ETFE,CHF,positive,+,CHF⁺,1,78,129,57805.71,57805.71,32.0043,32.0043,43.1,62897427.95,0.0009190472787846326,0.4,adduct,break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,32.00622819496,negative; neutral; positive,0.45,3,ETFE; PTFE; PVDF,True,True,False,B_可用支持
ETFE,C2H4F2O,negative,-,C₂H₄F₂O⁻,1,72,402,1854.72,1854.72,82.0206,82.0206,36.2,62897427.95,2.9488010248597137e-05,0.28,adduct,break 2 bond(s) | H shift +1 | OH | ; | break 2 bond(s) | H shift +2 | O,82.02302107395,negative,0.28,2,ETFE; PVDF,True,True,False,B_可用支持
ETFE,C3H5FO,negative,-,C₃H₅FO⁻,1,72,620,659.66,659.66,76.0293,76.0293,48.6,62897427.95,1.048786924203631e-05,0.33,adduct,break 2 bond(s) | O | ; | break 2 bond(s) | H shift -1 | OH | ; | break 2 bond(s) | O,76.03244294345001,negative,0.33,1,ETFE,True,True,False,B_可用支持
ETFE,C3H6F,positive,+,C₃H₆F⁺,1,71,288,10366.2,10366.2,61.0451,61.0451,4.8,62897427.95,0.000164811190820721,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,61.04535335611,negative; neutral; positive,0.45,1,ETFE,True,True,False,B_可用支持
ETFE,CFO,negative,-,CFO⁻,1,71,466,1526.22,1526.22,46.9935,46.9935,7.8,62897427.95,2.4265221166329105e-05,0.28,adduct,break 2 bond(s) | H shift -1 | O | ; | break 2 bond(s) | H shift -1 | O,46.9933177823,negative,0.28,3,ETFE; PTFE; PVDF,True,True,False,B_可用支持
ETFE,C3H5F2,positive,+,C₃H₅F₂⁺,1,63,158,40170.95,40170.95,79.0336,79.0336,22.5,62897427.95,0.0006386739698153269,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,79.03593148661,negative; neutral; positive,0.6,1,ETFE,True,True,False,B_可用支持
ETFE,C2H3F3O,negative,-,C₂H₃F₃O⁻,1,61,173,6278.59,6278.59,100.0073,100.0073,68.5,62897427.95,9.98226828128987e-05,0.28,adduct,break 2 bond(s) | H shift +1 | OH | ; | break 2 bond(s) | H shift +2 | O | ; | break 2 bond(s) | H shift +1 | OH,100.01359920445,negative,0.28,2,ETFE; PTFE,True,True,False,B_可用支持
ETFE,CHF2,positive,+,CHF₂⁺,1,53,7,927398.39,927398.39,51.0062,51.0062,41.5,62897427.95,0.014744615483120085,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H,51.00463135769,negative; neutral; positive,0.6,5,ETFE; FEP; PFA; PTFE; PVDF,True,True,False,B_可用支持
ETFE,H,negative,-,H⁻,1,100,3,1806529.73,1806529.73,1.0083,1.0083,73.4,62897427.95,0.02872183790148131,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C5H3O2,positive,+,C₅H₃O₂⁺,2,100,5,969473.92,1006033.01,95.0129,96.0095,6.95,62897427.95,0.015994819546512155,,,,,,,4,EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C2H,negative,-,C₂H⁻,2,100,4,632483.01,648926.48,25.0078,26.0106,22.15,62897427.95,0.010317218066784239,,,,,neutral,0.4,4,EVA; PEN; PET; PVDF,False,True,False,C_network未覆盖
ETFE,C2H3,positive,+,C₂H₃⁺,1,100,10,560271.09,560271.09,27.0239,27.0239,36.0,62897427.95,0.008907694770052993,,,,,negative; neutral,0.5499999999999999,4,EVA; PEN; PET; PVDF,False,True,False,C_network未覆盖
ETFE,C4H,negative,-,C₄H⁻,2,100,7,500698.5,526640.14,49.0078,50.0111,6.3999999999999995,62897427.95,0.00837299961484355,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,Cl,negative,-,Cl⁻,2,100,15,355421.82,469484.68,34.9701,36.967,12.05,62897427.95,0.007464290596639571,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,F2HO,negative,-,F₂HO⁻,1,100,10,401123.95,401123.95,54.9982,54.9982,34.5,62897427.95,0.006377430096487753,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C2,negative,-,C₂⁻,1,100,14,368368.91,368368.91,23.9997,23.9997,35.4,62897427.95,0.005856660947929906,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C6H2,positive,+,C₆H₂⁺,1,100,17,354136.15,354136.15,74.0132,74.0132,25.7,62897427.95,0.005630375701237239,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C4H2,positive,+,C₄H₂⁺,1,100,19,345507.53,345507.53,50.0147,50.0147,8.0,62897427.95,0.005493190123364973,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C5H2,positive,+,C₅H₂⁺,1,100,22,306255.3,306255.3,62.0139,62.0139,19.4,62897427.95,0.0048691227921665746,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C3F2,negative,-,C₃F₂⁻,1,100,21,267445.0,267445.0,73.9973,73.9973,0.7,62897427.95,0.004252081662426707,,,,,neutral,0.2499999999999999,0,,False,True,False,C_network未覆盖
ETFE,C3H2,positive,+,C₃H₂⁺,1,100,26,257558.66,257558.66,38.0151,38.0151,0.0,62897427.95,0.004094899718391426,,,,,neutral,0.2499999999999999,5,COC; EVA; PET; POMC; POMH,False,True,False,C_network未覆盖
ETFE,C8H2,positive,+,C₈H₂⁺,1,100,27,256476.24,256476.24,98.0109,98.0109,42.9,62897427.95,0.004077690429629086,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C7H2,positive,+,C₇H₂⁺,1,100,30,244251.25,244251.25,86.0119,86.0119,37.2,62897427.95,0.0038833265200314123,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C5H,positive,+,C₅H⁺,1,100,33,218474.27,218474.27,61.0058,61.0058,24.2,62897427.95,0.003473500858789886,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,F2,negative,-,F₂⁻,1,100,23,214024.17,214024.17,37.9962,37.9962,30.4,62897427.95,0.003402749158044069,,,,,neutral,0.4,0,,False,True,False,C_network未覆盖
ETFE,C2H2F3O2,negative,-,C₂H₂F₃O₂⁻,1,100,24,205706.89,205706.89,114.9969,114.9969,37.7,62897427.95,0.00327051354410749,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C,positive,+,C⁺,1,100,34,203009.73,203009.73,11.9995,11.9995,4.1,62897427.95,0.003227631663434339,,,,,neutral,0.4,0,,False,True,False,C_network未覆盖
ETFE,C3H5,positive,+,C₃H₅⁺,1,100,38,195411.45,195411.45,41.0391,41.0391,12.8,62897427.95,0.003106827359543881,,,,,neutral,0.3,6,COC; EVA; PEI; PET; POMC; POMH,False,True,False,C_network未覆盖
ETFE,C7H,positive,+,C₇H⁺,1,100,41,186721.04,186721.04,85.0038,85.0038,40.9,62897427.95,0.002968659388559306,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,CF3,negative,-,CF₃⁻,1,100,28,185531.39,185531.39,68.9955,68.9955,3.7,62897427.95,0.002949745260608864,,,,,neutral,0.2499999999999999,3,FEP; PFA; PTFE,False,True,False,C_network未覆盖
ETFE,C2H2F5,negative,-,C₂H₂F₅⁻,1,100,31,152970.19,152970.19,121.0058,121.0058,19.9,62897427.95,0.0024320579550820886,,,,,,,1,PTFE,False,False,False,C_network未覆盖
ETFE,C3H,positive,+,C₃H⁺,1,100,63,139087.63,139087.63,37.0069,37.0069,10.2,62897427.95,0.0022113405036302443,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C2H2,positive,+,C₂H₂⁺,1,100,64,136227.35,136227.35,26.0148,26.0148,11.6,62897427.95,0.0021658651941744464,,,,,negative; neutral,0.5,0,,False,True,False,C_network未覆盖
ETFE,CHF3O,negative,-,CHF₃O⁻,1,100,32,132949.03,132949.03,85.9979,85.9979,7.0,62897427.95,0.002113743508012556,,,,,,,3,FEP; PFA; PTFE,False,False,False,C_network未覆盖
ETFE,C4HF3O,negative,-,C₄HF₃O⁻,1,100,33,120720.39,120720.39,121.9967,121.9967,14.7,62897427.95,0.0019193215674250792,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,CH,positive,+,CH⁺,1,100,75,119257.88,119257.88,13.0072,13.0072,5.8,62897427.95,0.0018960692652615853,,,,,neutral,0.4499999999999999,0,,False,True,False,C_network未覆盖
ETFE,C9H,positive,+,C₉H⁺,1,100,80,109519.03,109519.03,109.0012,109.0012,55.7,62897427.95,0.0017412322501813844,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C2HF5,negative,-,C₂HF₅⁻,1,100,38,93545.1,93545.1,119.9969,119.9969,29.1,62897427.95,0.001487264313484539,,,,,,,1,PTFE,False,False,False,C_network未覆盖
ETFE,C4H2F5,negative,-,C₄H₂F₅⁻,1,100,41,88688.47,88688.47,145.0047,145.0047,24.2,62897427.95,0.0014100492323867752,,,,,neutral,0.2699999999999999,0,,False,True,False,C_network未覆盖
ETFE,CH,negative,-,CH⁻,1,100,42,88042.4,88042.4,13.0077,13.0077,51.8,62897427.95,0.0013997774292136215,,,,,neutral,0.4499999999999999,0,,False,True,False,C_network未覆盖
ETFE,C,negative,-,C⁻,1,100,43,87526.38,87526.38,11.9999,11.9999,54.1,62897427.95,0.001391573278156599,,,,,neutral,0.4,0,,False,True,False,C_network未覆盖
ETFE,C5H5,positive,+,C₅H₅⁺,1,100,95,81359.78,81359.78,65.0386,65.0386,0.4,62897427.95,0.0012935311133020662,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,CF4N2O,negative,-,CF₄N₂O⁻,1,100,45,76222.15,76222.15,131.9969,131.9969,12.7,62897427.95,0.0012118484409345388,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C3H2F3O2,negative,-,C₃H₂F₃O₂⁻,1,100,47,74130.38,74130.38,126.9964,126.9964,38.1,62897427.95,0.0011785915961290115,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C3H2F5O2,negative,-,C₃H₂F₅O₂⁻,1,100,51,64254.08,64254.08,164.9919,164.9919,37.2,62897427.95,0.0010215692770629422,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C2H2F4O2,negative,-,C₂H₂F₄O₂⁻,1,100,52,63311.02,63311.02,133.9972,133.9972,18.2,62897427.95,0.0010065756591879842,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C4HF5,negative,-,C₄HF₅⁻,1,100,53,60773.27,60773.27,143.9954,143.9954,34.6,62897427.95,0.0009662282223735986,,,,,neutral,0.22,0,,False,True,False,C_network未覆盖
ETFE,C2HF6,negative,-,C₂HF₆⁻,1,100,54,60602.07,60602.07,138.9955,138.9955,23.7,62897427.95,0.0009635063304683192,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C3H2F4O2,negative,-,C₃H₂F₄O₂⁻,1,100,55,60427.66,60427.66,145.9966,145.9966,20.8,62897427.95,0.0009607334030898158,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,CF5NO2,negative,-,CF₅NO₂⁻,1,100,57,50364.88,50364.88,152.9929,152.9929,48.6,62897427.95,0.0008007462569063604,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C4HF2,negative,-,C₄HF₂⁻,2,100,58,47439.23,50144.65,87.004,88.0099,14.899999999999999,62897427.95,0.0007972448418695632,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C6H,positive,+,C₆H⁺,1,100,140,50033.35,50033.35,73.0041,73.0041,43.5,62897427.95,0.0007954752941531053,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C4H7,positive,+,C₄H₇⁺,1,100,141,50028.64,50028.64,55.0541,55.0541,2.3,62897427.95,0.0007954004103279075,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C4HF6,negative,-,C₄HF₆⁻,1,100,59,47390.07,47390.07,162.9951,162.9951,22.7,62897427.95,0.0007534500462828544,,,,,neutral,0.3699999999999999,0,,False,True,False,C_network未覆盖
ETFE,C3H7,positive,+,C₃H₇⁺,2,100,150,45250.67,47231.86,43.0546,44.0566,16.549999999999997,62897427.95,0.0007509346811056683,,,,,,,6,COC; EVA; PEI; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C6H2F5,negative,-,C₆H₂F₅⁻,1,100,61,42449.41,42449.41,169.0031,169.0031,30.3,62897427.95,0.0006748989805075169,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,CH3,positive,+,CH₃⁺,1,100,154,41594.62,41594.62,15.023,15.023,4.9,62897427.95,0.0006613087586517121,,,,,neutral,0.4499999999999999,0,,False,True,False,C_network未覆盖
ETFE,C8H,positive,+,C₈H⁺,1,100,155,41235.4,41235.4,97.0019,97.0019,55.4,62897427.95,0.0006555975553210201,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,CHF4N2O,negative,-,CHF₄N₂O⁻,1,100,63,39828.45,39828.45,133.0034,133.0034,2.6,62897427.95,0.0006332285961146364,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C4H,positive,+,C₄H⁺,1,100,163,37565.96,37565.96,49.0055,49.0055,36.2,62897427.95,0.0005972574908764611,,,,,,,5,COC; EVA; PET; POMC; POMH,False,False,False,C_network未覆盖
ETFE,C3HF2,negative,-,C₃HF₂⁻,2,100,67,34159.8,35295.39,75.005,76.0083,1.5499999999999998,62897427.95,0.0005611579225156534,,,,,neutral,0.4,0,,False,True,False,C_network未覆盖
ETFE,C5HF5,negative,-,C₅HF₅⁻,1,100,66,34970.58,34970.58,155.995,155.995,34.5,62897427.95,0.0005559938003792411,,,,,neutral,0.1699999999999999,0,,False,True,False,C_network未覆盖
ETFE,C3F5NO2,negative,-,C₃F₅NO₂⁻,1,100,68,33197.89,33197.89,176.9908,176.9908,30.1,62897427.95,0.0005278099770055859,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C4H2F4O2,negative,-,C₄H₂F₄O₂⁻,1,100,69,32581.25,32581.25,157.9962,157.9962,21.8,62897427.95,0.0005180060784981589,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C4HF6NO,negative,-,C₄HF₆NO⁻,1,100,70,32092.43,32092.43,193.0,193.0,16.7,62897427.95,0.0005102343775569284,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C3HF7,negative,-,C₃HF₇⁻,1,100,71,30151.37,30151.37,169.9952,169.9952,11.7,62897427.95,0.00047937365616871773,,,,,,,3,FEP; PFA; PTFE,False,False,False,C_network未覆盖
ETFE,C3HF5O,negative,-,C₃HF₅O⁻,1,100,73,28496.72,28496.72,147.9946,147.9946,4.8,62897427.95,0.00045306653910638965,,,,,,,1,PTFE,False,False,False,C_network未覆盖
ETFE,C4F5NO2,negative,-,C₄F₅NO₂⁻,1,100,76,26192.88,26192.88,188.9898,188.9898,22.9,62897427.95,0.00041643801429880247,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C3HF6,negative,-,C₃HF₆⁻,1,100,78,25458.37,25458.37,150.9955,150.9955,21.8,62897427.95,0.0004047601122932722,,,,,,,3,FEP; PFA; PTFE,False,False,False,C_network未覆盖
ETFE,C3HF6O,negative,-,C₃HF₆O⁻,1,100,79,24707.98,24707.98,166.9933,166.9933,2.4,62897427.95,0.0003928297357348457,,,,,,,3,FEP; PFA; PTFE,False,False,False,C_network未覆盖
ETFE,C2H,positive,+,C₂H⁺,1,100,202,24050.48,24050.48,25.0064,25.0064,35.0,62897427.95,0.0003823762081196517,,,,,neutral,0.4,0,,False,True,False,C_network未覆盖
ETFE,C4H2F3O,negative,-,C₄H₂OF₃⁻,1,100,82,24027.12,24027.12,123.0039,123.0039,19.7,62897427.95,0.00038200480978491265,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C4HF6O,negative,-,C₄HF₆O⁻,1,100,83,23724.5,23724.5,178.9928,178.9928,5.1,62897427.95,0.0003771934842686997,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C4H2F3O3,negative,-,C₄H₂F₃O₃⁻,1,100,84,22848.82,22848.82,154.9958,154.9958,2.3,62897427.95,0.0003632711343644061,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C4F5N,negative,-,C₄F₅N⁻,1,100,85,21497.91,21497.91,157.0023,157.0023,42.4,62897427.95,0.00034179314958776466,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C5HF5O,negative,-,C₅HF₅O⁻,1,100,88,20797.64,20797.64,171.9932,171.9932,12.2,62897427.95,0.0003306596259632903,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C4F4,negative,-,C₄F₄⁻,1,100,89,20595.23,20595.23,123.9968,123.9968,21.3,62897427.95,0.0003274415293479421,,,,,,,0,,False,False,False,C_network未覆盖
ETFE,C3HF8N,negative,-,C₃HF₈N⁻,1,100,90,20486.92,20486.92,202.9905,202.9905,40.3,62897427.95,0.00032571951934641866,,,,,,,0,,False,False,False,C_network未覆盖
